GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC05_EST_VC01,HC05_MOE_VC01,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC05_EST_VC03,HC05_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC05_EST_VC04,HC05_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC05_EST_VC05,HC05_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC05_EST_VC06,HC05_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC05_EST_VC07,HC05_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC05_EST_VC08,HC05_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC05_EST_VC09,HC05_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC05_EST_VC10,HC05_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC05_EST_VC11,HC05_MOE_VC11,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC05_EST_VC13,HC05_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC03_EST_VC16,HC03_MOE_VC16,HC04_EST_VC16,HC04_MOE_VC16,HC05_EST_VC16,HC05_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC04_EST_VC17,HC04_MOE_VC17,HC05_EST_VC17,HC05_MOE_VC17,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20,HC05_EST_VC20,HC05_MOE_VC20,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC03_EST_VC21,HC03_MOE_VC21,HC04_EST_VC21,HC04_MOE_VC21,HC05_EST_VC21,HC05_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC03_EST_VC22,HC03_MOE_VC22,HC04_EST_VC22,HC04_MOE_VC22,HC05_EST_VC22,HC05_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC03_EST_VC23,HC03_MOE_VC23,HC04_EST_VC23,HC04_MOE_VC23,HC05_EST_VC23,HC05_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC03_EST_VC24,HC03_MOE_VC24,HC04_EST_VC24,HC04_MOE_VC24,HC05_EST_VC24,HC05_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC03_EST_VC25,HC03_MOE_VC25,HC04_EST_VC25,HC04_MOE_VC25,HC05_EST_VC25,HC05_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC03_EST_VC26,HC03_MOE_VC26,HC04_EST_VC26,HC04_MOE_VC26,HC05_EST_VC26,HC05_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC03_EST_VC27,HC03_MOE_VC27,HC04_EST_VC27,HC04_MOE_VC27,HC05_EST_VC27,HC05_MOE_VC27,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC03_EST_VC29,HC03_MOE_VC29,HC04_EST_VC29,HC04_MOE_VC29,HC05_EST_VC29,HC05_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC03_EST_VC30,HC03_MOE_VC30,HC04_EST_VC30,HC04_MOE_VC30,HC05_EST_VC30,HC05_MOE_VC30,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC03_EST_VC33,HC03_MOE_VC33,HC04_EST_VC33,HC04_MOE_VC33,HC05_EST_VC33,HC05_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC03_EST_VC34,HC03_MOE_VC34,HC04_EST_VC34,HC04_MOE_VC34,HC05_EST_VC34,HC05_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC03_EST_VC35,HC03_MOE_VC35,HC04_EST_VC35,HC04_MOE_VC35,HC05_EST_VC35,HC05_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC03_EST_VC36,HC03_MOE_VC36,HC04_EST_VC36,HC04_MOE_VC36,HC05_EST_VC36,HC05_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC03_EST_VC39,HC03_MOE_VC39,HC04_EST_VC39,HC04_MOE_VC39,HC05_EST_VC39,HC05_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC03_EST_VC40,HC03_MOE_VC40,HC04_EST_VC40,HC04_MOE_VC40,HC05_EST_VC40,HC05_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41,HC03_EST_VC41,HC03_MOE_VC41,HC04_EST_VC41,HC04_MOE_VC41,HC05_EST_VC41,HC05_MOE_VC41,HC01_EST_VC42,HC01_MOE_VC42,HC02_EST_VC42,HC02_MOE_VC42,HC03_EST_VC42,HC03_MOE_VC42,HC04_EST_VC42,HC04_MOE_VC42,HC05_EST_VC42,HC05_MOE_VC42,HC01_EST_VC43,HC01_MOE_VC43,HC02_EST_VC43,HC02_MOE_VC43,HC03_EST_VC43,HC03_MOE_VC43,HC04_EST_VC43,HC04_MOE_VC43,HC05_EST_VC43,HC05_MOE_VC43,HC01_EST_VC46,HC01_MOE_VC46,HC02_EST_VC46,HC02_MOE_VC46,HC03_EST_VC46,HC03_MOE_VC46,HC04_EST_VC46,HC04_MOE_VC46,HC05_EST_VC46,HC05_MOE_VC46,HC01_EST_VC47,HC01_MOE_VC47,HC02_EST_VC47,HC02_MOE_VC47,HC03_EST_VC47,HC03_MOE_VC47,HC04_EST_VC47,HC04_MOE_VC47,HC05_EST_VC47,HC05_MOE_VC47,HC01_EST_VC48,HC01_MOE_VC48,HC02_EST_VC48,HC02_MOE_VC48,HC03_EST_VC48,HC03_MOE_VC48,HC04_EST_VC48,HC04_MOE_VC48,HC05_EST_VC48,HC05_MOE_VC48,HC01_EST_VC49,HC01_MOE_VC49,HC02_EST_VC49,HC02_MOE_VC49,HC03_EST_VC49,HC03_MOE_VC49,HC04_EST_VC49,HC04_MOE_VC49,HC05_EST_VC49,HC05_MOE_VC49,HC01_EST_VC50,HC01_MOE_VC50,HC02_EST_VC50,HC02_MOE_VC50,HC03_EST_VC50,HC03_MOE_VC50,HC04_EST_VC50,HC04_MOE_VC50,HC05_EST_VC50,HC05_MOE_VC50,HC01_EST_VC51,HC01_MOE_VC51,HC02_EST_VC51,HC02_MOE_VC51,HC03_EST_VC51,HC03_MOE_VC51,HC04_EST_VC51,HC04_MOE_VC51,HC05_EST_VC51,HC05_MOE_VC51,HC01_EST_VC54,HC01_MOE_VC54,HC02_EST_VC54,HC02_MOE_VC54,HC03_EST_VC54,HC03_MOE_VC54,HC04_EST_VC54,HC04_MOE_VC54,HC05_EST_VC54,HC05_MOE_VC54,HC01_EST_VC55,HC01_MOE_VC55,HC02_EST_VC55,HC02_MOE_VC55,HC03_EST_VC55,HC03_MOE_VC55,HC04_EST_VC55,HC04_MOE_VC55,HC05_EST_VC55,HC05_MOE_VC55,HC01_EST_VC56,HC01_MOE_VC56,HC02_EST_VC56,HC02_MOE_VC56,HC03_EST_VC56,HC03_MOE_VC56,HC04_EST_VC56,HC04_MOE_VC56,HC05_EST_VC56,HC05_MOE_VC56,HC01_EST_VC57,HC01_MOE_VC57,HC02_EST_VC57,HC02_MOE_VC57,HC03_EST_VC57,HC03_MOE_VC57,HC04_EST_VC57,HC04_MOE_VC57,HC05_EST_VC57,HC05_MOE_VC57,HC01_EST_VC58,HC01_MOE_VC58,HC02_EST_VC58,HC02_MOE_VC58,HC03_EST_VC58,HC03_MOE_VC58,HC04_EST_VC58,HC04_MOE_VC58,HC05_EST_VC58,HC05_MOE_VC58,HC01_EST_VC59,HC01_MOE_VC59,HC02_EST_VC59,HC02_MOE_VC59,HC03_EST_VC59,HC03_MOE_VC59,HC04_EST_VC59,HC04_MOE_VC59,HC05_EST_VC59,HC05_MOE_VC59,HC01_EST_VC60,HC01_MOE_VC60,HC02_EST_VC60,HC02_MOE_VC60,HC03_EST_VC60,HC03_MOE_VC60,HC04_EST_VC60,HC04_MOE_VC60,HC05_EST_VC60,HC05_MOE_VC60,HC01_EST_VC61,HC01_MOE_VC61,HC02_EST_VC61,HC02_MOE_VC61,HC03_EST_VC61,HC03_MOE_VC61,HC04_EST_VC61,HC04_MOE_VC61,HC05_EST_VC61,HC05_MOE_VC61,HC01_EST_VC62,HC01_MOE_VC62,HC02_EST_VC62,HC02_MOE_VC62,HC03_EST_VC62,HC03_MOE_VC62,HC04_EST_VC62,HC04_MOE_VC62,HC05_EST_VC62,HC05_MOE_VC62,HC01_EST_VC64,HC01_MOE_VC64,HC02_EST_VC64,HC02_MOE_VC64,HC03_EST_VC64,HC03_MOE_VC64,HC04_EST_VC64,HC04_MOE_VC64,HC05_EST_VC64,HC05_MOE_VC64,HC01_EST_VC67,HC01_MOE_VC67,HC02_EST_VC67,HC02_MOE_VC67,HC03_EST_VC67,HC03_MOE_VC67,HC04_EST_VC67,HC04_MOE_VC67,HC05_EST_VC67,HC05_MOE_VC67,HC01_EST_VC68,HC01_MOE_VC68,HC02_EST_VC68,HC02_MOE_VC68,HC03_EST_VC68,HC03_MOE_VC68,HC04_EST_VC68,HC04_MOE_VC68,HC05_EST_VC68,HC05_MOE_VC68,HC01_EST_VC69,HC01_MOE_VC69,HC02_EST_VC69,HC02_MOE_VC69,HC03_EST_VC69,HC03_MOE_VC69,HC04_EST_VC69,HC04_MOE_VC69,HC05_EST_VC69,HC05_MOE_VC69,HC01_EST_VC70,HC01_MOE_VC70,HC02_EST_VC70,HC02_MOE_VC70,HC03_EST_VC70,HC03_MOE_VC70,HC04_EST_VC70,HC04_MOE_VC70,HC05_EST_VC70,HC05_MOE_VC70,HC01_EST_VC73,HC01_MOE_VC73,HC02_EST_VC73,HC02_MOE_VC73,HC03_EST_VC73,HC03_MOE_VC73,HC04_EST_VC73,HC04_MOE_VC73,HC05_EST_VC73,HC05_MOE_VC73,HC01_EST_VC74,HC01_MOE_VC74,HC02_EST_VC74,HC02_MOE_VC74,HC03_EST_VC74,HC03_MOE_VC74,HC04_EST_VC74,HC04_MOE_VC74,HC05_EST_VC74,HC05_MOE_VC74,HC01_EST_VC75,HC01_MOE_VC75,HC02_EST_VC75,HC02_MOE_VC75,HC03_EST_VC75,HC03_MOE_VC75,HC04_EST_VC75,HC04_MOE_VC75,HC05_EST_VC75,HC05_MOE_VC75,HC01_EST_VC78,HC01_MOE_VC78,HC02_EST_VC78,HC02_MOE_VC78,HC03_EST_VC78,HC03_MOE_VC78,HC04_EST_VC78,HC04_MOE_VC78,HC05_EST_VC78,HC05_MOE_VC78
0400000US01,1,Alabama,4791931,4065,9,0.3,3.2,0.2,2.3,0.2,0.3,0.1,233714,4097,14.7,1.3,4.2,0.7,2.3,0.6,0.2,0.2,817440,3350,10.1,0.8,2.8,0.4,2,0.4,0.2,0.1,484011,4587,15.1,1.1,8.3,0.9,5,0.6,0.7,0.2,615948,5176,15.4,0.9,4.7,0.5,3.9,0.5,0.4,0.1,613234,5576,9.4,0.7,3.1,0.5,2.2,0.4,0.3,0.1,651204,4714,5.9,0.5,2.4,0.4,1.6,0.3,0.2,0.1,629868,2616,4.1,0.5,1.7,0.3,1.3,0.2,0.2,0.1,434244,2252,3.1,0.5,1.1,0.3,0.8,0.2,0.2,0.1,312268,2589,4.2,0.5,1.2,0.3,0.9,0.3,0.1,0.1,39.1,0.2,27.2,0.6,26.6,1.2,28,1,33,3.2,2319734,5968,9,0.4,3.3,0.3,2.4,0.2,0.3,0.1,2472197,5498,9.1,0.4,3.2,0.2,2.1,0.2,0.2,0.1,N,N,N,N,N,N,N,N,N,N,3284660,6492,7.7,0.4,3.3,0.2,2.3,0.2,0.2,0.1,1275203,7698,12.1,0.8,2.8,0.4,1.8,0.3,0.2,0.1,22337,2249,7.5,3.8,1.9,1.4,1.3,1.2,0.1,0.2,57759,3027,9.9,3.3,3.6,2,4.6,1.8,4.2,1.5,N,N,N,N,N,N,N,N,N,N,68361,6422,14.9,5.1,4.8,4.2,3.2,2.1,0.7,0.5,82165,6214,9.4,2.3,5.6,1.8,3,1.2,0.8,0.6,187773,2509,10.5,2.2,3.9,1.7,3.6,1.1,1.6,0.8,3172787,3307,7.7,0.4,3.4,0.2,2.3,0.2,0.2,0.1,4634693,8467,9,0.3,3.2,0.2,2.2,0.2,0.2,0.1,157238,6956,9.6,1.9,4.2,1.7,3.4,0.8,3.9,1.2,54716,4476,6.6,2.8,1.1,0.6,4.2,1.4,0.3,0.3,102522,6047,11.2,2.6,5.9,2.6,3,1.1,5.8,1.8,3931966,3565,8.4,0.3,3.3,0.2,2.3,0.2,0.3,0.1,1188202,14844,12.4,0.7,5.2,0.4,3.4,0.4,0.4,0.1,1872428,22959,5.4,0.4,2,0.2,1.7,0.2,0.2,0.1,591972,12080,11.2,0.7,4,0.4,2.5,0.4,0.3,0.2,279364,7283,5.8,0.6,2.2,0.5,0.8,0.3,0.2,0.1,3256766,4841,7.5,0.3,2.5,0.2,1.9,0.1,0.2,0.1,497759,11947,8.8,0.8,3.2,0.5,1.3,0.3,0.2,0.1,1028665,14574,7.1,0.4,2.6,0.3,1.4,0.2,0.2,0.1,965935,15581,8.1,0.6,2.3,0.3,2.1,0.3,0.1,0.1,478058,11918,6.8,0.8,2.3,0.4,2.6,0.5,0.5,0.2,286349,9003,5.3,0.8,2.5,0.6,3,0.6,0.4,0.2,3931966,3565,8.4,0.3,3.3,0.2,2.3,0.2,0.3,0.1,764315,12443,10.7,0.7,4.9,0.4,2.9,0.4,0.3,0.1,411183,9538,9.8,1,2.7,0.4,2.3,0.4,0.2,0.1,617867,9963,9,0.6,2.8,0.4,2.1,0.3,0.1,0.1,430089,10765,8.8,0.7,2.7,0.4,2,0.4,0.2,0.1,434204,11714,7.2,0.7,3,0.5,1.8,0.3,0.2,0.1,267424,8298,6,0.8,2.1,0.5,1.7,0.4,0.1,0.1,102320,5045,5.8,1.1,1.5,0.6,2.2,0.7,0.1,0.1,315213,8846,4,0.6,1.8,0.4,2.5,0.6,0.6,0.3,22327,177,17607,866,16325,1214,20085,1523,21972,11763,4670688,4906,8.8,0.4,2.8,0.2,2,0.2,0.3,0.1,890580,24812,14.7,1,4.3,0.6,2.5,0.4,0.4,0.2,514690,20448,11.8,1.3,3.2,0.7,1.8,0.5,0.2,0.1,3265418,28417,6.7,0.4,2.4,0.2,2,0.2,0.2,0.1,4673461,4065,8.8,0.3,2.8,0.2,2,0.2,0.3,0.1,3206095,32128,4.2,0.3,1.6,0.2,1,0.1,0.1,0.1,1467366,31631,18.8,0.9,5.6,0.5,4.2,0.5,0.5,0.1,6.9,(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US02,2,Alaska,725206,1461,10.9,0.9,2.5,0.4,5.2,0.6,0.6,0.2,41882,1767,13.1,2.2,2,0.7,6,2,0.7,0.6,133361,1184,9.7,1.6,2.6,1,3.4,0.9,0.3,0.2,84814,2111,18.4,2.9,4.3,1.1,12,2.3,1.1,0.7,113774,1886,18.5,2,3,0.8,9.3,1.5,0.9,0.6,93083,1846,12.3,2.1,3,1.1,5.2,1.5,0.9,0.8,96361,1550,5.8,1.1,2.1,0.8,2.5,0.7,0.3,0.3,92032,1084,5.5,1.3,1.2,0.4,1.8,0.6,0.2,0.2,46227,1124,2.7,1.2,1.9,1.1,1.7,0.9,0,0.1,23672,1155,3.1,1.9,0.4,0.3,1.6,1.3,0.2,0.3,33.8,0.3,26.4,1.1,28.2,2.4,26.2,1,29,5.4,380138,2296,11.2,1,2.8,0.5,5.5,0.7,0.5,0.2,345068,2101,10.6,0.9,2.2,0.5,4.9,0.7,0.6,0.2,664128,4047,10.3,0.8,2.4,0.4,5.2,0.6,0.6,0.2,477350,2929,10.6,1,2.1,0.5,6.1,0.7,0.5,0.2,24194,2299,18.9,6.2,3.1,3.2,10.5,4.5,1.6,1.8,101392,3106,8.9,1.8,4.4,1.3,0.7,0.4,0.1,0.1,43220,2095,7.1,2.5,0.7,0.5,3.9,1.4,1.5,1.1,8301,1146,12.6,8.6,0.4,0.5,3.3,2.7,0,1,9671,2046,6.2,4.3,0.3,0.5,6.6,3.8,1.7,2.4,61078,4155,17.2,4.2,3.9,1.5,5,1.9,0.4,0.4,48188,487,15.2,4,1.4,0.9,10,3.8,1.4,1.5,449360,1416,10.2,1,2.2,0.5,5.7,0.7,0.5,0.2,670534,4376,11.1,0.9,2.7,0.5,5.2,0.6,0.4,0.1,54672,3978,9.1,2.7,0.7,0.4,5.5,1.9,2.7,1.5,30598,2407,6.3,2.1,0.9,0.5,4.5,2.5,0.6,0.6,24074,3447,12.6,5.4,0.6,0.5,6.7,3,5.4,3.2,579778,1194,11,0.9,2.6,0.4,5.4,0.5,0.6,0.2,200938,5645,15.2,1.7,3.6,0.7,6.7,0.9,0.6,0.3,278761,7325,8.3,1.1,1.9,0.5,4.9,0.8,0.7,0.3,78483,3969,11.1,2,2.6,0.7,4.8,1.4,0.5,0.5,21596,1987,5.5,2.2,2.3,1.7,2.6,1.8,0.4,0.5,465149,2124,9.7,0.8,2.2,0.4,4.4,0.5,0.5,0.2,33253,2288,9.6,2.3,1.1,0.5,1.8,0.7,0.6,0.8,131987,4272,10.6,1.4,2.1,0.6,3.7,1,0.5,0.3,169645,5326,10.2,1.6,2.9,0.7,5,0.9,0.5,0.3,85634,3613,8.9,1.3,1.5,0.6,4.4,1,0.6,0.4,44630,3466,6.6,1.9,2.2,1.1,6.4,2.3,0.8,0.8,579778,1194,11,0.9,2.6,0.4,5.4,0.5,0.6,0.2,118058,4180,10.2,1.6,2.5,0.6,4.3,0.8,0.7,0.4,40726,3067,13.3,2.9,3.4,1.4,4.7,1.6,0.7,0.9,74317,3894,11.9,2.4,3.1,0.9,9.2,2,0.6,0.6,60155,3329,15.5,2.3,2.1,0.8,7.3,1.7,0.7,0.5,71887,4144,11.8,2,3,1.3,5.1,1.3,0.5,0.4,60559,3368,9.7,2.2,2.1,0.9,3.6,1.2,0.3,0.3,31202,2789,9.1,2.8,2.7,1.3,3.9,2.2,0.4,0.4,94453,3550,7.6,1.4,1.7,0.6,3.4,0.8,0.3,0.4,31557,708,28470,2789,28443,8770,25800,2936,21782,7051,706341,1407,10.7,0.9,2.2,0.4,4.9,0.6,0.5,0.2,78259,6502,15.3,3.1,3.1,1.3,5.5,1.7,0.8,0.5,53937,5741,10.9,2.8,2.8,1.1,10.1,4,0.5,0.6,574145,8631,10.1,0.9,2,0.5,4.3,0.5,0.5,0.2,696895,1461,10.8,0.9,2.2,0.4,4.7,0.6,0.5,0.2,459072,10089,5.7,0.8,1.1,0.2,1.8,0.4,0.2,0.1,237823,10143,20.6,2,4.2,1.2,10.4,1.4,1.1,0.4,5.1,(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US04,4,Arizona,6651964,4638,12.1,0.4,1.8,0.2,3.8,0.2,0.7,0.1,353143,4564,16.8,1.3,2,0.5,3.9,0.6,0.7,0.4,1189408,1571,12.9,0.8,1.3,0.3,3.1,0.4,0.4,0.1,673187,2578,19.8,1.2,4.5,0.6,6.3,0.5,1.4,0.2,895519,3441,18.5,0.8,2.6,0.3,5.2,0.5,1.4,0.3,839439,2412,12.8,0.7,1.6,0.2,3.3,0.4,0.5,0.1,836539,2217,9.2,0.6,1.3,0.3,2.8,0.3,0.7,0.2,793972,1476,6.5,0.5,1.2,0.2,3.4,0.3,0.5,0.1,622516,1542,4.4,0.5,1,0.3,3.5,0.4,0.6,0.2,448241,1233,6.1,0.7,0.7,0.2,2.4,0.4,0.4,0.1,37.4,0.2,27.9,0.4,27.5,1.1,31.6,1,30.4,2.1,3303952,3948,12.2,0.4,2.1,0.2,3.9,0.2,0.8,0.1,3348012,3950,11.9,0.4,1.5,0.2,3.6,0.2,0.6,0.1,6434008,11116,12,0.4,1.8,0.2,3.7,0.2,0.7,0.1,5217397,24074,11.5,0.4,1.7,0.2,3.7,0.2,0.6,0.1,276920,6197,17.7,2.5,2,0.5,7.6,1.6,0.8,0.5,290152,6063,9.4,1.4,3.1,0.9,1.8,0.6,0.2,0.1,208934,4601,11.2,1.6,1.6,0.5,4.3,1.1,3.9,0.8,12650,1526,20.2,8.4,1.2,1.2,5.5,4.8,0.7,1,427955,20962,16.5,1.6,1.7,0.5,2.6,0.7,1.4,0.7,217956,10703,14.4,1.7,2.8,0.6,5.5,1.1,0.5,0.3,2021545,2643,13.8,0.9,1.6,0.2,1.9,0.2,0.9,0.2,3745796,3117,11,0.4,1.8,0.2,4.4,0.3,0.5,0.1,5733241,16849,12.3,0.4,1.9,0.2,4,0.2,0.3,0.1,918723,15823,10.7,0.8,0.9,0.2,2.5,0.4,3.7,0.5,358659,10411,8.8,0.9,1,0.3,2.9,0.5,0.6,0.3,560064,14223,12,1.1,0.9,0.2,2.2,0.6,5.7,0.8,5381925,2298,11.5,0.3,1.9,0.2,3.9,0.2,0.8,0.1,1797714,19036,15.9,0.6,3,0.3,4.5,0.3,0.9,0.1,2521223,26908,8.2,0.3,1.2,0.2,3.5,0.3,0.8,0.1,760377,15555,13.8,0.9,1.8,0.2,3.9,0.4,0.5,0.2,302611,8363,7.1,0.8,1.2,0.3,2.4,0.4,0.5,0.2,4436226,2926,10.3,0.3,1.5,0.1,3.5,0.2,0.7,0.1,618786,13770,9.9,0.7,1.6,0.3,1.8,0.3,1.4,0.4,1079812,18279,10.3,0.6,1.5,0.2,2.9,0.3,0.6,0.1,1515336,18138,11.1,0.5,1.7,0.2,3.6,0.3,0.4,0.1,765784,13185,9.5,0.5,1.2,0.3,4.7,0.4,0.8,0.2,456508,8928,9.2,0.8,1.2,0.3,5,0.7,1,0.3,5381925,2298,11.5,0.3,1.9,0.2,3.9,0.2,0.8,0.1,904376,12814,13,0.7,3,0.4,5,0.4,1.2,0.4,488685,11852,12.3,0.9,2.2,0.4,4.1,0.5,0.5,0.2,779965,14543,12.3,0.8,1.7,0.3,3.3,0.4,0.6,0.1,601768,14205,12.9,0.8,1.1,0.2,3.9,0.5,0.3,0.1,648285,13310,11.2,0.8,1.3,0.3,3.7,0.4,0.4,0.1,396774,9959,10.8,0.9,1.7,0.3,3.6,0.5,0.7,0.2,154489,6292,8,1,1.4,0.6,3.5,0.9,0.7,0.4,524369,10137,7.6,0.7,1.3,0.3,3.7,0.5,0.4,0.1,26070,234,22928,946,16148,1084,23701,1943,15782,4208,6495967,5653,12,0.4,1.5,0.2,3.6,0.2,0.7,0.1,1177950,25920,17.9,1.2,2.1,0.3,4.1,0.5,1.5,0.4,667760,24120,13.2,1.3,1.3,0.3,3.5,0.7,0.5,0.2,4650257,30707,10.3,0.3,1.4,0.2,3.5,0.2,0.5,0.1,6500561,4638,12,0.4,1.5,0.2,3.6,0.2,0.6,0.1,3943151,36057,5.7,0.3,1,0.1,2.3,0.1,0.4,0.1,2557410,36084,21.6,0.9,2.3,0.3,5.6,0.4,0.9,0.2,9.3,(X),(X),(X),(X),(X),(X),(X),(X),(X)
